source,target,frequency
{'the happy little hippy '},"{'', 'Speak Of The Mignon ', 'Paula ', 'Mael'}",4
{'ligia lopes'},{' KathsPaperwork '},1
{'Chiya '},"{' MSW ', ' Daisy ', 'Belinda ', 'ForDaMik JohnnyDeppIsInnocent Justice', 'Lilith Rising'}",5
{'Tara Charnow'},"{' ', 'Depp s girl '}",2
{' '},{'Monsieur B'},1
{'Jannie'},{'Teri Carson '},1
{' ad a '},{'Teri Carson '},1
{'Flyrius Lopez'},{'Rwish'},1
{'M21Ly'},{'liza '},1
{'Desert Moon'},{'inchhighpi'},1
{'naty'},{'ThatPandaCat'},1
{'Marta Veronese'},{'Teri Carson '},1
{'Youtube It s Malcolm '},"{'Stephanie Brown', 'Annpanwoman BTS HAG', 'p60p45'}",3
{'MT'},{'Del a '},1
{'jess'},{'Mrs John Christopher Depp II'},1
{'JUSTICE FOR JOHNNY'},"{' ', '', 'Mariam', 'fuzz', 'Marvel Fury', 'amb'}",6
{'Jaizle Tolentino'},{'chihiro '},1
{'IFOD'},{'inchhighpi'},1
{'nathalya'},{'Robert Sharp '},1
{'Ali Zafar'},{'Michele'},1
{'Ingeborg'},{'Vaielena'},1
{'Mira'},{'res ipsa loquitur savvy '},1
{'Carla'},{'Teri Carson '},1
{'Blue Rose'},{'Daniel Hallquist'},1
{' '},{'Mya'},1
{' '},"{'Olga Kruglova not a bot ', 'Alejandra '}",2
{'4ButtonSoul VTuberEN'},{'Em '},1
{'Lynda'},{'Teri Carson '},1
{'woof aka andresito'},"{'EleanaBelle', 'Mrs John Christopher Depp II'}",2
{'Susanne F '},{'EleanaBelle'},1
{'Julio Kurniawan'},{''},1
{'juan Taylor s Version '},{'Mione48'},1
{'Madeline BLACKLIVESMATTER '},"{'Libby JusticeForJohnnyDepp', 'mary'}",2
{' anis '},{'chihiro '},1
{'Tammy'},{'inchhighpi'},1
{' Feral'},{'Teri Carson '},1
{'Maria Magdalena'},{'Ghost'},1
{'pedrita'},{'TinaFarrar'},1
{'DO'},"{'Kountry Waldmignon ', 'Horae of Peace'}",2
{'Fabio VII'},{'James Shala'},1
{'Blake Hutchison'},{'Em '},1
{'LuGui Dubiela BITE ME'},{'Teri Carson '},1
{'Carla F Ellis'},{'Teri Carson '},1
{'saurav parmar'},{'Sam Cooke '},1
{'Azrael '},{'Polly Taika FANATICS'},1
{' '},{' Om Dr mm '},1
{'Karina Rasmussen'},{'inchhighpi'},1
{'jl'},{'Frostea '},1
{'Merkofik R Hill o He ly'},{'Petlover218'},1
{'Beige Rob '},{'Char Bandraoi '},1
{'Nicole'},"{'JusticeForJohnny', 'Kris ', 'tralala'}",3
{'Alejandra Arellano '},"{'Belinda ', 'Em '}",2
{'stiles stilinski kinnie '},{'Johnny is our Grindelwald'},1
{'Adriana'},"{'Fleeee', 'good will', 'NinaRoxx8825'}",3
{'Amber Heard Italia Fans'},{'Vaielena'},1
{'Josh M Ford'},"{'Fleeee', 'Em ', 'Gertdog ', 'Vaielena', ' san JusticeForJohnnyDepp ', 'Valeria ', 'Sasha Wald Mignon', 'if'}",8
{'vaccinated Qween '},{'inchhighpi'},1
{' '},{'MATRIX EXPRESS'},1
{'olive pendergast '},{' MissSkywalker '},1
{'Courtney Jayne '},{'Ghost'},1
{'Xypher O r n ion'},{'Teri Carson '},1
{'Jules M '},{'JusticeForJohnny'},1
{'RKVan'},{'Teri Carson '},1
{'The Geek Buzz'},"{' san JusticeForJohnnyDepp ', 'Depp s Kingdom', 'Elisa Day'}",3
{'That Viking Gamer'},{'Ghost'},1
{'Fuck you TIME '},{'Regina'},1
{'The code is more what you call guidelines'},"{' ', 'Libby JusticeForJohnnyDepp', 'Tilda B ', 'p60p45', 'Martina Snape ', 'The Right Side of the Roaring Rapids', 'epiphany', 'Aury', 'Rae', 'Dr Jayne B Waldmingon PHD '}",10
{'Stepney'},{'Persephone Justice for Johnny'},1
{'Mudi Bankz '},{'MATRIX EXPRESS'},1
{'bea'},{'java noob'},1
{'Brian K Murphy '},"{'YouGottaBeKiddingMe2121', 'Teri Carson ', 'inchhighpi', 'MATRIX EXPRESS'}",4
{'Sean The Mondasian Cyberman'},"{'RideOrDis', 'Andrea Oldfield'}",2
{' ReaKill black lives still matter '},"{'Teri Carson ', 'Kountry Waldmignon ', 'Kris '}",3
{' Juanqui '},{'seedoftruth '},1
{'Racine'},{'Kris '},1
{'Jules Carlysle'},{' Om Dr mm '},1
{'Ender Buckley'},{' '},1
{'M A Garfias'},{'Princess Consuela Bananahammock'},1
{'Alexandra B'},{'Teri Carson '},1
{'Naisha J'},{'inchhighpi'},1
{' r '},{'Teri Carson '},1
{'Jasnah'},{'Teri Carson '},1
{'Jennifer Coutts'},{'Teri Carson '},1
{' L on u '},{'Teri Carson '},1
{'aman'},{'Ghost'},1
{'That BLM KroenkeOut Bun '},{'Ana Mar a Si ani'},1
{'umbreon '},{'Teri Carson '},1
{' Alyssa M '},"{' ', 'hazelDEEZnuts', 'Ayma212', 'Rae', 'Mia Miller', 'Florena ', 'Nay Gutierrez', ' hl ', 'Teri Carson ', 'Zaynismysunshine', 'N', 'Elisa Day', 'CancelAmberHeard'}",13
{'Raven '},"{'JusticeForJohnny', 'Johnny s Angel '}",2
{'Sarah'},{'MATRIX EXPRESS'},1
{'Angela'},{'Kris '},1
{'Agustina'},{'Tilda B '},1
{' IBelieveHim JohnnyDeppWorldDE'},{'inchhighpi'},1
{' '},{'inchhighpi'},1
{'Galitt Cruz'},{'Teri Carson '},1
{'kyo'},{'Teri Carson '},1
{' Luis Alfonso '},{'Teri Carson '},1
{'elena aguado'},{'Teri Carson '},1
{'Daily CrazySexyCool'},{' MaxQ '},1
{'jessica bezzi'},{'Teri Carson '},1
{' '},{'Del a '},1
{'Jeni Wald Mignon '},{'Teri Carson '},1
{'marciamarsia'},"{'Rae', 'amb'}",2
{'Alvie G'},{'Teri Carson '},1
{'Dr Vaccinated '},{'inchhighpi'},1
{'WolfRider'},{''},1
{'Jocelyn Alice'},{'Ghost'},1
{'jeremy king'},{'inchhighpi'},1
{'Glen McGregor'},{'Mariann'},1
{'Camila'},{'Juliana'},1
{'claire '},{' MissSkywalker '},1
{'Marcella'},{'A J Raven'},1
{'Jujubeans'},{'En See Kay'},1
{'Stan do SebbyStan '},"{' Martpunchispunchis', 'brooke'}",2
{'Patrick Ross'},"{'Sharis ', 'Mrs John Christopher Depp II'}",2
{'Gerald'},{'Serpens1984'},1
{' '},"{'Amandah', 'Teri Carson '}",2
{'tj '},"{'chihiro ', 'Gonja'}",2
{'Jonas '},{'C Turtle'},1
{'Jamie Serkis '},"{'Nestor Tito Quispe', 'C sar MS'}",2
{'Excited for next year ilovejrpgs86 on minds'},{'Teri Carson '},1
{'Bray Dawn The Soapy Ass Donkey'},"{'Correctacon ', 'Mellie '}",2
{'Deborah V Rose '},{'The Silence Ep Vol 1'},1
{'ForEVERblackWoman'},"{'Belinda ', 'Jasmin Wald Mignon', 'Robin Wald Mignon I support THE TRUTH ', ' is off '}",4
{'Barnabas'},{'morti ian'},1
{'Madsonovich'},{'Marvel Fury'},1
{' '},"{'Caitlin', 'ThatPandaCat'}",2
{'Tyler Blevins'},"{'Andrea Deledda', 'Libby JusticeForJohnnyDepp', 'Scryndi SouthFloridaThrifter', 'sam'}",4
{'Arely Duque'},{'Mrs John Christopher Depp II'},1
{'Grimm Book'},{'Pomta '},1
{'Sakray'},"{'TinaFarrar', 'Sam Cooke '}",2
{'dridree'},"{' ', ' MSW ', 'Horae of Peace', ' Mindy King ', 'Ghost'}",5
{'tired'},"{' ', ' MSW ', 'GG Whitesel', 'Ghost'}",4
{'Father Pucci '},{'Teri Carson '},1
{' tomiwao eth'},{'tracey powell'},1
{'Modey Moose'},{'inchhighpi'},1
{'Miss Be Ouch To You '},{'SuzannesAccount'},1
{'Dee Jay Bouw '},{'Juliana'},1
{'Mafty Navue Erin'},{'c h l o e '},1
{'Chrissy '},{' Om Dr mm '},1
{'jennifer '},{'Vaielena'},1
{'Fatine '},"{'Teri Carson ', 'Brandy'}",2
{'MummaCaragh'},{'inchhighpi'},1
{'Tara in the 24th 1 2th Century '},{'SimonBarreBrisebois'},1
{'Archie'},{'Samwinchester50'},1
{'Tinita'},{'Pomta '},1
{'LADY FOX '},"{'Nestor Tito Quispe', 'C sar MS'}",2
{'Elizabeth '},{'Teri Carson '},1
{'Mr B'},{'inchhighpi'},1
{'Ada Shelby SaveSheikhJarrah FreePalestine'},{'inchhighpi'},1
{'lu martins otakufest katsucon '},{' '},1
{'The Vince Wylde Show'},{' '},1
{'Helen S'},{'Daddy DeVito'},1
{' CoffeeholiC '},{'good will'},1
{'G'},{'M nik M'},1
{'D B Cooper'},{' '},1
{'windali'},{'Princess Consuela Bananahammock'},1
{' Lonely Path to be Different'},"{'Milo234', 'Laurel Rise Cor Pace', 'Marvel Fury'}",3
{'Ekko Je nae'},{'Nestor Tito Quispe'},1
{'tay'},{'Piter Chambi 144 mil'},1
{' '},"{'Little Pirate ', 'Jasmin Wald Mignon', 'Ra l S JusticeForJohnnyDepp', ' Alexandra ', 'Marvel Fury', ' Annalee Perez ', ' classicpaws ', 'Ghost'}",8
{'sophia m '},{'Libby JusticeForJohnnyDepp'},1
{'Anne Marit'},"{'marlene GraFer', 'Piter Chambi 144 mil'}",2
{'Veerle MadSmylex '},{'danijela'},1
{'Just call me Hen'},{'Mariam'},1
{' lq '},{'Nestor Tito Quispe'},1
{'Wasp '},{'Scryndi SouthFloridaThrifter'},1
{'Krystal '},{'ThatPandaCat'},1
{'MountainGrit'},{'VashtiV mainlines avocados sings like a cat'},1
{'Julie Walton'},{' MSW '},1
{'Kurniawan'},{'Brittney Summers lime '},1
{'Melanie Anne'},{'inchhighpi'},1
{'Poppins'},{'inchhighpi'},1
{' '},{'Movement We Are Not Robots Latin America '},1
{'Anja Khramtsovsky'},{'Ana Mar a Si ani'},1
{' marceloponzo '},"{'marlene GraFer', 'Carolina Mejias'}",2
{'Mary Jo B'},{'Sharis '},1
{' '},{'TheRealLauraB '},1
{' Sonny '},{'inchhighpi'},1
{'Veronica '},"{'JusticeForJohnny', 'TheMadRatter Gwennafran '}",2
{'Mo '},{' is off '},1
{'Alberto Fallen RestoreTheSnyderVerse'},"{'Murmeltier ', 'TheMadRatter Gwennafran ', 'UNCANCEL JOHNNY DEPP', 'Qwerty ', 'Justyna', 'Ren Yo', 'Edward D Wood Jr ', ' classicpaws ', 'amb'}",9
{'Max C '},{'PWagersWaldman'},1
{'Collins Enterprise '},{'Teri Carson '},1
{'Simon Didas'},{' Om Dr mm '},1
{' 180122'},{'inchhighpi'},1
{'Patrick Callaghan'},{'inchhighpi'},1
{'giorgia'},{'nickel'},1
{'Wolf'},"{'CrisM', 'Vaielena', 'Horae of Peace', 'inchhighpi'}",4
{'Jess Louise'},"{'teytanus', 'Serpens1984'}",2
{'Arthur Spellman'},"{' ', 'Vaielena'}",2
{'rum'},"{' ', 'Lovely Lemon'}",2
{'Gaaraxsun'},{' '},1
{' '},{' '},1
{' surtos leves e t nues '},{' '},1
{'12NeeNee'},"{' ', 'Wendle Robo'}",2
{'Jos Zambrano'},{' '},1
{'Fabi IBelieveHim '},{'Johnny is our Grindelwald'},1
{'Jen '},{'Tilda B '},1
{'Dan Perrins'},{'Kris '},1
{'Diva Cosmic Power'},{'Sweetest Sands ustice or ohnny epp '},1
{'MegJ'},{'Luna JD'},1
{'Felix Wood'},{'Old Man'},1
{' Rosemary s Abortion '},{'Ghost'},1
{'Mione48'},{'TheMadRatter Gwennafran '},1
{'Gilberto A Parra D '},{'VashtiV mainlines avocados sings like a cat'},1
{'ILoveYou3000'},{'Stephanie Brown'},1
{'ALICIA Dinosaur Slayer '},{''},1
{'Arthur Oliveira'},{'Marvel Fury'},1
{'Jaqs'},{' '},1
{'Beanolizer FBNHS GTTO '},{'Kris '},1
{' '},{'Mar a Alejandra'},1
{'Ashley '},"{'senator dani wald mignon ', 'Justice4ALL'}",2
{'Identif cate en esa mond perro hpta'},"{'SIGYN JusticeForJohnnyDepp', 'p60p45', 'BeCurious'}",3
{'lewis hamilton lovebot'},"{'Libby JusticeForJohnnyDepp', 'Tilda B ', ' san JusticeForJohnnyDepp ', 'Game Over ', 'Gonja'}",5
{'Amoreum'},"{'Teri Carson ', 'blackrainbowsxo', 'Ren Yo', 'Marvel Fury'}",4
{'Brandon'},{'Cat '},1
{'WaywardsisterKallel'},{'Samwinchester50'},1
{'Wakanda Queen '},{'Aishacat '},1
{'2L '},{'Robin Wald Mignon I support THE TRUTH '},1
{'Christian'},{'Teri Carson '},1
{'kate'},{'Brian Fellow'},1
{'That One Weird Wolf Dude'},{'Juliana'},1
{'Mar a Alejandra'},"{'vkook aye', 'Chacun fait c qui lui pla t '}",2
{'Maryanne Fabling Angell '},{'Libby JusticeForJohnnyDepp'},1
{' '},{' '},1
{'jazz '},{'Sally Star'},1
{'Jamie Laffan '},{' cottoncandy903 '},1
{'Hernayeon'},"{'Libby JusticeForJohnnyDepp', 'Ghost'}",2
{'Joanna'},{'Princess Consuela Bananahammock'},1
{'Alhaja Dollaz'},{'Sharis '},1
{'Mar SOSMexico2024'},{'Teri Carson '},1
{'Ani Centeno'},{'Libby JusticeForJohnnyDepp'},1
{'Diamond of the First Water MBA'},{'Teri Carson '},1
{'Thecatinthehat '},"{'Teri Carson ', 'Morgan Addams Teague', 'Sarah'}",3
{'Artform The Heart'},"{'Lakota Di', 'Patcar', 'Sam Cooke '}",3
{'G x L'},{'JusticeForJohnny'},1
{'Alvin'},{'Scryndi SouthFloridaThrifter'},1
{'Ginny'},{''},1
{'Nathalie Gonz lez'},"{'epiphany', 'Ghost'}",2
{'Ghost'},"{' ', 'takeshelternorcal', 'Vaielena', 'Jen ', 'Haillarsquad', 'irishka kveliashvili', 'deanna pronounced DEENA', 'JaneSparrow', 'if'}",9
{'SIGYN JusticeForJohnnyDepp'},{'irishka kveliashvili'},1
{'Lagos TroubleMaker'},{'Ghost'},1
{' '},"{' ', 'Lorestark', 'Brian K Murphy ', 'Romie ', ' Shawn Lunn ', 'C Turtle', ' what the hell ', 'doom', 'Sarah Louise', 'if'}",10
{'Shannon Erdman'},{'LL'},1
{'Ramiro LilChuy Rincon'},{'LL'},1
{'873'},{'LL'},1
{'Jorge Betancourt '},{'danijela'},1
{'Justice for Johnny '},{'Jen '},1
{'JulieWald mignonne '},{'Steven Capobianco Moonlight Blade 11k 46 000 '},1
{'Refey'},{'Movement We Are Not Robots Latin America '},1
{'Sandra '},{'irishka kveliashvili'},1
{'Merc With The Mouth '},{'MenCourage Philippines'},1
{'Gary Is Hyped For RebelMoon '},{'Caitlin'},1
{'Doug In London '},{'Dr Nu Nu Minamata'},1
{'Chubba Bun'},{'Dr Nu Nu Minamata'},1
{'OSSY'},{'James Shala'},1
{'Natasha Hoffmann'},{'Liono Grinch'},1
{'Staci M'},"{'Pussygalore', 'inchhighpi'}",2
{'Geppetto LivinG VirtualID is BORN not MADE'},{'Ingrid'},1
{'MASON MOUNT'},{'Mrs John Christopher Depp II'},1
{'riri Winter Olympics '},"{'bertboz', 'amb'}",2
{'Hexe'},"{' hl ', 'Pussygalore', 'Ayda'}",3
{'Yo A Nerd'},"{'SweetChastity', 'Kris ', 'Crystal smortrainey'}",3
{'violeta p ra'},{'Irma'},1
{'Pablito'},{'inchhighpi'},1
{'ale'},{'Wayweird Sunshine Depp s Army '},1
{'Patricia'},{'Teri Carson '},1
{'TheMadRatter Gwennafran '},{'James Billingham'},1
{'Emmalou'},{'Nathalie Gonz lez'},1
{'Arsalan Baig'},"{'Elisabeth', 'Ra l S JusticeForJohnnyDepp', 'Olga Romanova', 'Alejandra ', 'Kristina Depp'}",5
{'Chef TK Kyle'},{'Katrien Cornelis '},1
{'Em '},"{'Sweetest Sands ustice or ohnny epp ', 'Kim'}",2
{'nami '},"{'Alikan', 'Milo234', 'Rae', 'Ren Yo', 'Justyna', 'AN Other'}",6
{'CemAySenpai BLEACH'},{'Belinda '},1
{'Andros Sant'},{'Georgie Macbeth'},1
{'scott putnam'},"{' ', 'aijd', 'Fleeee', 'Ra l S JusticeForJohnnyDepp', 'Allen Shaw Waldman Self Elected Affirmation Fae ', 'Pussygalore'}",6
{' BLM he him '},{'Andrea Oldfield'},1
{'marielis'},{'STOLIAR'},1
{'luke jack '},{'Abuse Has No Gender '},1
{'Annalieze'},{'Abuse Has No Gender '},1
{'Beck '},"{'joby', 'Abuse Has No Gender ', 'brooke'}",3
{'Ethan Trace'},{'blue crow'},1
{'j oa ny '},{'joby'},1
{'commonfamous'},"{'JusticeForJohnny', 'Em ', 'Depp Bot'}",3
{'Salete Regina '},{' MSW '},1
{' '},{' '},1
{'smoth'},{'Ace Riley '},1
{'Oleg Kostko'},{'Milo234'},1
{'Gaye DuCharme'},{'Pussygalore'},1
{'nella'},{'MATRIX EXPRESS'},1
{'Huehuec yotl 0 '},"{'Chantelle Roberts', 'Cha Ba Da'}",2
{'Ms R'},{'Pomta '},1
{'Cuba '},{'The Phantom of the Opera'},1
{'Lagertha'},"{'teytanus', 'Omura Sumitada Jotarai Manzu'}",2
{'SylarAC'},{'Danie '},1
{'jordan'},"{' ', 'Andrea Oldfield', 'Mariam'}",3
{'heather kristine '},{'BeCurious'},1
{' Kerryanne E Wald Mignon '},"{'Correctacon ', 'Sally Star', 'joby'}",3
{'Angie C R '},"{'Caroline', ' ', 'Drew X 12 4 '}",3
{'Abi '},{'GothamSiren92'},1
{'Terri Durr'},{'ker'},1
{'Montse '},"{'Viv ', 'Anja Khramtsovsky'}",2
{' Makhulu Album Out Now'},{'Eskarina'},1
{'BDawgg Survived COVID 19 '},{'Teri Carson '},1
{'Mercedes'},{'Chlo Si'},1
{'Ryan Packing up '},{'p60p45'},1
{'MrsHiddleston'},{' Martpunchispunchis'},1
{'Wholesome Hokage'},{'Danie '},1
{'Angel Mata'},{'LL'},1
{' Martpunchispunchis'},{'Stephanie Brown'},1
{'PaulaAndrea '},"{'Rebecca Mew JusticeForJohnnyDepp Justice4JenHowell', 'Horae of Peace'}",2
{'Sn wflake'},{'LivIsSkyward GHIRAHIM S CHILD '},1
{'Cat Evans'},{'Johnny s Angel '},1
{'Nick Raffa'},{'Carla F Ellis'},1
{'g r hilda'},{'Nicotine Addict'},1
{'Darth Atrius '},{'Johnny is our Grindelwald'},1
{'Bella'},{'T m '},1
{'Azula s Boyfriend'},{'helloitsquack'},1
{'Oreo Cookie'},{'Johnny is our Grindelwald'},1
{'Dale Scoggin'},"{'Sam', 'm a r t y'}",2
{'Ms Christine '},{'Aggie'},1
{''},"{'Ewinters Wald Mignon', 'Libby JusticeForJohnnyDepp'}",2
{' The Juude '},{'Rori KangKook '},1
{'Edith '},{'Stephanie Brown'},1
{'Fabiola Legorreta '},{'Stephanie Brown'},1
{' '},{'Mary Malediction'},1
{'LG6'},{'Hilary Aguilar'},1
{'Elaine Strachan '},{'Mango'},1
{'The greatest green lantern'},"{' ', 'THE ARTF OFFICIAL'}",2
{'Dawn H P'},"{' ', 'Belinda ', ' MSW ', 'NavajoGhost', 'The Tea of Hollywood', 'againstdomesticviolence', 'ForDaMik JohnnyDeppIsInnocent Justice', 'Not a Bot but a Crazy Cute Duckie', 'Joey', 'Sharis ', 'res ipsa loquitur savvy ', 'S bm', 'Bazarette74', 'Alass '}",14
{'Angie '},"{' Mort Rainey', 'p60p45', 'Kountry Waldmignon ', 'Nor33 '}",4
{'Vince Dixon'},"{'magnolia venenosa', 'Marvel Fury'}",2
{'MJJJusticeProject 1Billion4MJ'},{'Kyronn Shurriah'},1
{'Teresa Lima '},{' '},1
{'sandy '},{' hl '},1
{'Steve Brookstein'},"{'L T', 'Sum Gal ', 'Kerri McCoy', 'Sam Cooke ', 'Teri Carson ', 'Stephanie Brown', 'Ghost', 'Tracey Brooks'}",8
{'Tia'},{' Michelle'},1
{'Brandy White'},{'Letty Flores'},1
{'Sergio'},{'Lucy '},1
{'James DiFiore'},{'Solcito'},1
{'Tracey'},{'JusticeForJohnny'},1
{'Gatsby XO '},{'againstdomesticviolence'},1
{'Leicha'},{'Milo234'},1
{'melissa parsons'},{'5 Months Ago'},1
{'Lady Stardust '},{'againstdomesticviolence'},1
{'GRANDPA'},"{' Kerryanne E Wald Mignon ', 'Luna '}",2
{'Peachy77 '},{'Teri Carson '},1
{'Sharis '},{'Teri Carson '},1
{'gaytor '},{'Sum Gal '},1
{'Rosalinda Marie'},{'p60p45'},1
{'Penelope Fassy'},"{' Sugarplum Fairy ', 'Joe Tamayo', 'RideOrDis', 'Milo234', 'PowerLoud Girl ', 'KiP', 'N', 'Belinda ', 'Paula ', 'Fleeee', 'NinaRoxx8825', 'su', 'Depp s girl ', 'danijela', 'Armita', 'SimonBarreBrisebois', 'Meggi love is love ', 'z', 'CellSation Deppford Wife Wald Mignon', 'Em ', 'True Krdnchki'}",21
{'Tallahass33'},{'Dycozen '},1
{'Juan Pablo Trejo RestoreTheSnyderVerse'},"{'good will', 'Kerrin Jam '}",2
{'Kat'},{'Robin Wald Mignon I support THE TRUTH '},1
{'Anissa '},"{'JusticeForJohnny', 'LL'}",2
{'Kathy '},"{'bella ', 'Kilpikonnanyst v '}",2
{'Carlos D Stoneheart'},"{'Teri Carson ', 'TulsiWouldHaveWon if it wasn t rigged ', 'Caroline'}",3
{'Sharon Stammers'},{'Gary Webb'},1
{'Vikki Vance'},{'ForDaMik JohnnyDeppIsInnocent Justice'},1
{'PriorPosterior '},{'againstdomesticviolence'},1
{'Keeley Young '},{'Caitlin'},1
{'JD Has My '},"{'Scryndi SouthFloridaThrifter', 'Caitlin', 'Kelly Smahlt', 'Kountry Waldmignon ', 'Victoria Breakwell Wald Mignon '}",5
{'Vicki McKellar'},{'JusticeForJohnny'},1
{'N D Moore'},"{'Elisabeth', 'Libby JusticeForJohnnyDepp'}",2
{'ferit'},"{'JusticeForJohnny', 'Alejandra ', ' Mindy King '}",3
{'Vinicius el del gasoil'},{'Libby JusticeForJohnnyDepp'},1
{'Luis 82'},{'Stephanie Brown'},1
{'Saint Pablo'},{'Alejandra '},1
{'Draku Seele'},{'lenni Wald Mignon'},1
{'J e s s '},{'Libby JusticeForJohnnyDepp'},1
{' '},{' Thistle '},1
{'NANA '},{'Libby JusticeForJohnnyDepp'},1
{'Benjamin Ravanales'},"{'Arezoo', 'Mellie '}",2
{'Maria'},{'Libby JusticeForJohnnyDepp'},1
{'this is a love story'},"{' Thistle ', 'Libby JusticeForJohnnyDepp'}",2
{'Daft Punk 1993 2021 ifloveistheansweryouholdon'},{'Princess Consuela Bananahammock'},1
{' '},{'Kinsey Crosby'},1
{'Hannah Chutzpah '},"{'ForDaMik JohnnyDeppIsInnocent Justice', 'Ewinters Wald Mignon'}",2
{'Ursel Celestine'},{'justice for johnny depp '},1
{'Kimberly'},{' Om Dr mm '},1
{'Sandi Lotz IneverdoubtedyouJD'},"{'Fleeee', 'the quiet one'}",2
{'Kyronn Shurriah'},{'Libby JusticeForJohnnyDepp'},1
{'Andy ETH '},{'Savannah Meyer'},1
{'majella kearney'},{'p60p45'},1
{'Sharon'},{'Stephanie Brown'},1
{'Enrique sort of '},{'President Deadpool'},1
{'Georgina '},"{'Milo234', 'Tilda B ', 'chihiro '}",3
{'The Magnum OpZus'},{'Stephanie Brown'},1
{'millennium falco'},{'againstdomesticviolence'},1
{'Uncle Ari'},{'good will'},1
{'Minna'},{'I live in March 2020'},1
{'Luisa Natasha Corrales Gaona'},{'Kristin Love '},1
{'Kohture Aquaman Lebowski LEGALIZEGIVE BLOOD '},{'Johnny is our Grindelwald'},1
{'Saul '},{'Arezoo'},1
{' Vestraki Be Safe Mask Up '},"{'Liono Grinch', 'Underblank '}",2
{' Durotimi'},{'Violetsvision justiceforjohnnydepp'},1
{'Lynsey '},{'Amber Heard Italia Fans'},1
{'AllyCat '},"{' ', 'Belinda ', 'firyal', 'carpe', 'Em ', 'Trinity is watching bleach for the first time', 'danijela', 'MATRIX EXPRESS', 'beanie semi ia ', 'Edward ', 'Political Sass', ' hl ', 'N', 'LadyDelishOz'}",14
{'lex '},{'Political Sass'},1
{'Guille'},{''},1
{'Allison Pennell'},{' '},1
{'Jessica Lorraine'},"{'Guilherme Leirosa', ' Mindy King '}",2
{'Vina Samantha'},"{'Robin Wald Mignon I support THE TRUTH ', 'sheila'}",2
{'Catherine Rose'},{'good will'},1
{'Ricardo AilloudLoret'},{'FC'},1
{'TatumMarie'},{'Candy811'},1
{'ileMV '},{'Olga Romanova'},1
{'KissFire'},{'Danna Mendez'},1
{'PirateApostle EpilepsyFighter '},{'Cookie depp'},1
{'Katelyn'},{'Cookie depp'},1
{'mindfulness '},{'Cookie depp'},1
{'STOLIAR'},{'Cookie depp'},1
{'Elli'},{'Tilda B '},1
{' Queen 225 '},{'Sandra Deanne'},1
{'NEVIANIDEPP7'},{'Cookie depp'},1
{'Nurit '},{'Cookie depp'},1
{'To My Tailfin'},{'Stepney'},1
{'S Sayyidusy'},{'Louise Hatfield'},1
{'Chopper Boland'},{'Louise Hatfield'},1
{'Matt'},{'Oups Sleepwater'},1
{'oscarluiis'},{'Blake Hutchison'},1
{'Alberto J Velarde'},{'Stephanie Brown'},1
{'Damilare Eluwole '},"{' is off ', 'magnolia venenosa'}",2
{' Vampire'},{'ThatPandaCat'},1
{'El Huttico'},{'Teri Carson '},1
{'Grey Jedi ENTP '},{'Abraham Lincoln'},1
{'brandi'},{'Peglyn'},1
{'Saharl'},{'Ali Adamjee'},1
{'Dani'},"{'Libby JusticeForJohnnyDepp', 'good will'}",2
{'Empress Temi Roronoa '},{'happylion'},1
{'Ms'},{'Murmeltier '},1
{'Aff x tion Singapore'},{'Vaielena'},1
{'Hyke FanOfFisayoSoyombo'},{'VashtiV mainlines avocados sings like a cat'},1
{'Spinatm dchen'},{' '},1
{'Scarlett Batz'},{'Susy'},1
{'dave'},"{'Libby JusticeForJohnnyDepp', 'p60p45'}",2
{'Ami'},{'Bea '},1
{'ckenzieal'},{'Beka'},1
{'R M Tee'},{'Kris '},1
{'DeppHeads United JusticeForJohnnyDepp'},{'Libby JusticeForJohnnyDepp'},1
{'Natarii '},{'inchhighpi'},1
{'Patrick Nestor III'},"{'leilll ', 'S bm'}",2
{' '},{'VashtiV mainlines avocados sings like a cat'},1
{'Darklyn justiceforjohnny ibelievehim'},{'Nor33 '},1
{' '},{'Sujude Wahdan'},1
{'Ashley Rudd'},"{'Patricia Van Ree IBELIEVEJOHNNYDEPP', 'Daniel Piver', 'Jacqui', 'Sean B ', 'Stephanie Brown', 'Forever Your Mama'}",6
{'Arif Muzaki Arsyadani'},"{'ForDaMik JohnnyDeppIsInnocent Justice', 'Misu Mignonne ', 'Horae of Peace'}",3
{'Sharon'},"{' san JusticeForJohnnyDepp ', 'Sandra Deanne', 'Tongo Bozzie '}",3
{'JennyD peaceandjustice'},{'Libby JusticeForJohnnyDepp'},1
{'Stephen Seamus O Connor'},"{' ', 'bertboz', 'Sandra Deanne'}",3
{'MD'},{'Sandra Deanne'},1
{'Nat'},"{'donotfallintothetrap', 'Qwerty '}",2
{' '},{'Johnny is our Grindelwald'},1
{' '},{'Floor Janssen'},1
{'Wi no na da tattoo do fracassado do Diep'},{'Ghost'},1
{'Buzz you re girlfriend WOOF '},{'Valeria '},1
{'Humanus Alice BLM She Her '},{'Libby JusticeForJohnnyDepp'},1
{'Time For Change'},{'Teri Carson '},1
{'Liz Roche'},"{'Murmeltier ', 'Horae of Peace'}",2
{' '},{'carol'},1
{'Mandy May'},"{'', 'Mellie ', 'TerryEllahElsa'}",3
{' '},{'Milo234'},1
{'Ashley '},{'Stephanie Brown'},1
{'K M'},{'inchhighpi'},1
{'Pumpkin'},{' MissSkywalker '},1
